name,slug,latitude,longitude
Kröpelin,kropelin,54.068911,11.791851
Kronskamp,kronskamp,53.933515,12.315931
Krottorf,krottorf,51.9760780027438,11.1713147163391
Krumhermsdorf,krumhermsdorf,50.992676,14.207576
Krumpa,krumpa,51.289437,11.854632
Kubschütz,kubschutz,51.165341,14.508436
Kühren,kuhren,51.349341,12.833198
Kuhbier,kuhbier,53.150546,12.102518
Kummerow (Stralsund),kummerow-stralsund,54.298333,12.884616
Kummersdorf (Storkow),kummersdorf-storkow,52.275059,13.874122
Kurort Jonsdorf,kurort-jonsdorf,50.853658,14.706433
Kurort Jonsdorf Hst,kurort-jonsdorf-hst,50.862027,14.725409
Kurort Oberwiesenthal,kurort-oberwiesenthal,50.421178,12.971982
Kurort Oybin,kurort-oybin,50.84315,14.745599
Kurort Oybin-Niederdorf,kurort-oybin-niederdorf,50.862081,14.753896
Kurort Rathen,kurort-rathen,50.956405,14.076307
Kyhna,kyhna,51.511021,12.265924
Kyritz,kyritz,52.942491,12.390946
Laage (Meckl),laage-meckl,53.919124,12.339798
Laaske,laaske,53.202162,12.063254
Lampertswalde,lampertswalde,51.308476,13.680377
Lancken,lancken,54.51803,13.607888
Landsberg (Halle/Saale),landsberg-halle-saale,51.532775,12.166872
Landsberg Süd (Halle/Saale),landsberg-sud-halle-saale,51.504396,12.172311
Langebrück (Sachs),langebruck-sachs,51.12675,13.841068
Langendorf,langendorf,51.181755,11.959356
Langeneichstädt,langeneichstadt,51.347283,11.755805
Langenorla Ost,langenorla-ost,50.730407,11.592704
Langenorla West,langenorla-west,50.741877,11.579661
Langenstein,langenstein,51.860756,10.979523
Langenweddingen,langenweddingen,52.045556,11.532405
Langenwolmsdorf,langenwolmsdorf,51.036274,14.153956
Langenwolmsdorf Mitte,langenwolmsdorf-mitte,51.038683,14.126925
Laucha (Unstrut),laucha-unstrut,51.222117,11.678102
Lauchhammer,lauchhammer,51.47457,13.743239
Lauenstein (Sachs),lauenstein-sachs,50.786266,13.814155
Lauscha (Thür),lauscha-thur,50.473316,11.160305
Laußnitz,laussnitz,51.248392,13.879902
Lauta (Nl),lauta-nl,51.447162,14.093135
Lauter (Sachs),lauter-sachs,50.568421,12.748492
Lauterbach Mole,lauterbach-mole,54.342219,13.503119
Lauterbach-Steinbach,lauterbach-steinbach,51.174879,12.619407
Legefeld,legefeld,50.926884,11.288545
Leipzig Olbrichtstraße,leipzig-olbrichtstrasse,51.369828,12.354297
Leipzig/Halle Flughafen,leipzig-halle-flughafen,51.42334,12.223423
Leipzig Ost,leipzig-ost,,
Leipzig-Gohlis,leipzig-gohlis,51.362924,12.374577
Leipzig-Heiterblick,leipzig-heiterblick,51.369243,12.459759
Leipzig-Knauthain,leipzig-knauthain,51.278183,12.309091
Leipzig-Möckern,leipzig-mockern,51.364236,12.35214
Leipzig-Stötteritz,leipzig-stotteritz,51.324513,12.411424
Leipzig-Thekla,leipzig-thekla,51.371832,12.430553
Leipzig-Wahren,leipzig-wahren,51.380732,12.321514
Leisnig,leisnig,51.160325,12.938389
Leißling,leissling,51.185315,11.908855
Lengefeld-Rauenstein,lengefeld-rauenstein,50.730542,13.202484
Lengenfeld (Vogtl),lengenfeld-vogtl,50.572835,12.373525
Leipzig Slevogtstraße,leipzig-slevogtstrasse,51.372947,12.34502
Letschin,letschin,52.632722,14.347449
Leubingen,leubingen,51.2051,11.153321
Leubsdorf (Sachs),leubsdorf-sachs,50.801853,13.141312
Leuna Werke Nord,leuna-werke-nord,51.321331,12.000536
Leuna Werke Süd,leuna-werke-sud,51.306598,12.00664
Leutenberg,leutenberg,50.564817,11.447861
Leuthen (Cottbus),leuthen-cottbus,51.695075,14.256109
Lichtenberg (Erzgeb),lichtenberg-erzgeb,50.840309,13.403824
Rostock-Lichtenhagen,rostock-lichtenhagen,54.152421,12.070742
Lichtenhain an der Bergbahn,lichtenhain-an-der-bergbahn,50.592081,11.132367
Lichtenstein (Sachs),lichtenstein-sachs,50.75768,12.62641
Lichtentanne (Sachs),lichtentanne-sachs,50.699214,12.419388
Lichtentanne (Thür),lichtentanne-thur,50.524374,11.481607
Liebenthal (Prignitz),liebenthal-prignitz,53.15131,12.393589
Leipzig-Liebertwolkwitz,leipzig-liebertwolkwitz,51.283387,12.469782
Limbach (Vogtl),limbach-vogtl,50.587074,12.253151
Limmritz (Sachs),limmritz-sachs,51.117887,13.049748
Linda (Elster),linda-elster,51.853052,13.085174
Lindenberg (Mark),lindenberg-mark,52.203622,14.111706
Lindow (Mark),lindow-mark,52.961584,12.981421
Lobstädt,lobstadt,51.136,12.448729
Lößnitz ob Bf,lossnitz-ob-bf,50.624748,12.749292
Lößnitz unt Bf,lossnitz-unt-bf,50.611111,12.724455
Lößnitzgrund,lossnitzgrund,51.116008,13.655108
Lohmen,lohmen,50.989072,13.987673
Loitsch-Hohenleuben,loitsch-hohenleuben,50.734218,12.048646
Lottschesee,lottschesee,52.815401,13.498498
Lubolz,lubolz,51.962415,13.821355
Luckenau,luckenau,51.093994,12.077897
Luckenwalde,luckenwalde,52.090592,13.160405
Lüblow (Meckl),lublow-meckl,53.411044,11.464347
Lübs (Magdeburg),lubs-magdeburg,52.020269,11.935319
Lübstorf,lubstorf,53.728885,11.41132
Lübz,lubz,53.466804,12.025535
Lüdersdorf (Meckl),ludersdorf-meckl,53.832926,10.815146
Lüssow (Meckl),lussow-meckl,53.843722,12.137855
Rostock-Lütten Klein,rostock-lutten-klein,54.138523,12.064872
Lützow,lutzow,53.655964,11.180432
Lutherstadt Eisleben,lutherstadt-eisleben,51.518195,11.550797
Lutherstadt Wittenberg Altstadt,lutherstadt-wittenberg-altstadt,51.863767,12.641431
Lutherstadt Wittenberg West,lutherstadt-wittenberg-west,51.870581,12.608189
Lutherstadt Wittenb-Piesteritz,lutherstadt-wittenb-piesteritz,51.874185,12.576043
Machern (Sachs),machern-sachs,51.357656,12.627857
Leipzig-Lützschena,leipzig-lutzschena,51.390026,12.293692
Magdeburg Südost,magdeburg-sudost,52.070546,11.669751
Magdeburg-Eichenweiler,magdeburg-eichenweiler,52.16611,11.65793
Magdeburg-Salbke,magdeburg-salbke,52.080749,11.656447
Magdeburg Sudenburg,magdeburg-sudenburg,52.120508,11.596731
Mahlwinkel,mahlwinkel,52.393726,11.788822
Malchow (Meckl),malchow-meckl,53.481825,12.422768
Malter,malter,50.923594,13.654344
Mansfeld (Südharz),mansfeld-sudharz,51.60032,11.452086
Marienberg (Sachs),marienberg-sachs,50.648228,13.163605
Marke,marke,51.7411,12.257025
Markkleeberg,markkleeberg,51.279189,12.372824
Markkleeberg Mitte,markkleeberg-mitte,51.280178,12.369741
Markranstädt,markranstadt,51.307182,12.224763
Marksuhl,marksuhl,50.908348,10.224591
Marlishausen,marlishausen,50.819499,11.010059
Marquardt,marquardt,52.45888,12.971623
Martensdorf,martensdorf,54.300913,12.930254
Martinroda,martinroda,50.733149,10.880938
Mechterstädt,mechterstadt,50.943802,10.521352
Dorf Mecklenburg,dorf-mecklenburg,53.842931,11.471341
Medewitz (Mark),medewitz-mark,52.060703,12.391827
Meerane,meerane,50.85097,12.457251
Meinersdorf (Erzgeb),meinersdorf-erzgeb,50.723153,12.888625
Meißen,meissen,51.162806,13.482435
Meißen Triebischtal,meissen-triebischtal,51.152558,13.462883
Meitzendorf,meitzendorf,52.209393,11.558968
Melchow,melchow,52.774869,13.694373
Mellenbach-Glasbach,mellenbach-glasbach,50.603246,11.11028
Mellingen (Thür),mellingen-thur,50.950265,11.393926
Mengersgereuth-Hämmern,mengersgereuth-hammern,50.393374,11.118343
Mengersgereuth-Hämmern Ost,mengersgereuth-hammern-ost,50.38879,11.127755
Merseburg Elisabethhöhe,merseburg-elisabethhohe,51.377028,11.969631
Merseburg Bergmannsring,merseburg-bergmannsring,51.336244,11.989093
Cottbus-Merzdorf,cottbus-merzdorf,51.768913,14.366667
Meßdorf,messdorf,52.709895,11.546769
Leipzig Völkerschlachtdenkmal,leipzig-volkerschlachtdenkmal,51.31654,12.403387
Meuselbach-Schwarzmühle,meuselbach-schwarzmuhle,50.581411,11.079213
Meyenburg,meyenburg,53.311435,12.247407
Mierendorf,mierendorf,,
Mieste,mieste,52.483753,11.204775
Miesterhorst,miesterhorst,52.466251,11.120177
Miltern,miltern,52.563523,11.936632
Leipzig-Miltitz,leipzig-miltitz,51.325313,12.255029
Miltitz-Roitzschen,miltitz-roitzschen,51.106327,13.417128
Miltzow,miltzow,54.199263,13.201009
Milzau,milzau,51.380822,11.90374
Mirow,mirow,53.270426,12.820757
Mistorf,mistorf,53.880128,12.123248
Mittelndorf,mittelndorf,50.947146,14.192951
Mitteloelsnitz,mitteloelsnitz,50.718029,12.706666
Mittelschmalkalden,mittelschmalkalden,50.717678,10.399728
Mittweida,mittweida,50.987543,12.959865
Mixdorf,mixdorf,52.197779,14.394804
Mockrehna,mockrehna,51.50561,12.819507
Mögelin,mogelin,52.56186,12.330341
Leipzig-Mölkau,leipzig-molkau,51.325169,12.460001
Mölln (Meckl),molln-meckl,53.585938,13.084509
Mönchhagen,monchhagen,54.143566,12.225338
Möringen (Altm),moringen-altm,52.581664,11.748847
Möser,moser,52.219129,11.784714
Moidentin,moidentin,53.806066,11.481921
Moritzburg,moritzburg,51.155588,13.683433
Mosel,mosel,50.783596,12.481396
Mücheln (Geiseltal),mucheln-geiseltal,51.30773,11.804283
Mücka,mucka,,
Mücheln (Geiseltal) Stadt,mucheln-geiseltal-stadt,51.303838,11.813614
Mühlanger,muhlanger,51.855713,12.748214
Mühlbach (Pirna),muhlbach-pirna,50.913841,13.817723
Müllrose,mullrose,52.242042,14.434248
München (Bad Berka),munchen-bad-berka,50.870054,11.254899
Mulda (Sachs),mulda-sachs,50.808964,13.413119
Muldenhütten,muldenhutten,50.905301,13.38874
Muldenstein,muldenstein,51.667784,12.354046
Nachterstedt-Hoym,nachterstedt-hoym,51.802748,11.333716
Nassau (Erzgeb),nassau-erzgeb,50.769564,13.485976
Nassenheide,nassenheide,52.81692,13.239195
Nauendorf (Saalkr),nauendorf-saalkr,51.608518,11.884503
Naumburg (Saale) Ost,naumburg-saale-ost,51.155525,11.823898
Naunhof,naunhof,51.277086,12.594237
Nebra,nebra,51.283441,11.570123
Nechlin,nechlin,53.440924,13.902878
Neetzka,neetzka,53.533513,13.500835
Neinstedt,neinstedt,51.752364,11.084895
Nemsdorf-Göhrendorf,nemsdorf-gohrendorf,51.358384,11.659224
Nennhausen,nennhausen,52.599957,12.502826
Nennigmühle,nennigmuhle,50.690962,13.253407
Netzeband,netzeband,52.995554,12.6281
Netzschkau,netzschkau,50.611408,12.244278
Neu Wokern,neu-wokern,53.760032,12.500911
Neubukow,neubukow,54.030752,11.677535
Artern,artern,51.362978,11.310236
Neudorf (Erzgeb),neudorf-erzgeb,50.478143,12.974202
Neue Schenke,neue-schenke,50.875385,11.637632
Teichland,teichland,51.818614,14.423812
Neuhaus-Igelshieb,neuhaus-igelshieb,50.501047,11.146102
Neugersdorf,neugersdorf,50.986528,14.611651
Neuhausen (Cottbus),neuhausen-cottbus,51.68703,14.412656
Neuhof (b Zossen),neuhof-b-zossen,52.139673,13.479585
Neukirch (Lausitz) Ost,neukirch-lausitz-ost,51.090722,14.321245
Neukirchen-Klaffenbach,neukirchen-klaffenbach,50.771029,12.893605
Neukirchen-Wyhra,neukirchen-wyhra,51.087845,12.533533
Neumühle (Elster),neumuhle-elster,50.702226,12.170333
Neundorf (Anh),neundorf-anh,51.8247,11.593756
Neunhofen,neunhofen,50.724348,11.714436
Neupetershain,neupetershain,51.606325,14.161704
Neusalza-Spremberg,neusalza-spremberg,51.034135,14.526145
Neusörnewitz,neusornewitz,51.147758,13.552299
Neustadt (Orla),neustadt-orla,50.734794,11.75762
Neustadt-Glewe,neustadt-glewe,53.37764,11.593783
Neutrebbin,neutrebbin,52.676329,14.237034
Leipzig Messe,leipzig-messe,51.396103,12.389077
Neuzelle,neuzelle,52.098799,14.648866
Niederau,niederau,51.176335,13.56047
Niederbobritzsch,niederbobritzsch,50.901391,13.440635
Niederfinow,niederfinow,52.830665,13.928947
Niedergörsdorf,niedergorsdorf,51.967934,12.978931
Niederlehme,niederlehme,52.301973,13.652528
Niederndodeleben,niederndodeleben,52.129992,11.502156
Niederoderwitz,niederoderwitz,50.951964,14.72487
Gernrode-Niederorschel,gernrode-niederorschel,51.383222,10.416529
Niederpöllnitz,niederpollnitz,50.766364,11.957082
Niedersachswerfen,niedersachswerfen,51.545063,10.76389
Niederschlag,niederschlag,50.463967,13.01442
Niederschlottwitz,niederschlottwitz,50.889894,13.810837
Niederschmalkalden,niederschmalkalden,50.716725,10.375906
Niederzwönitz,niederzwonitz,50.646187,12.822132
Niederspier,niederspier,51.290102,10.848227
Niederstriegis,niederstriegis,51.083333,13.150526
Niedertrebra,niedertrebra,51.064338,11.579247
Niederwartha,niederwartha,51.094218,13.606162
Niederwillingen,niederwillingen,50.775389,11.039418
Niederwürschnitz,niederwurschnitz,50.718092,12.754434
Niemberg,niemberg,51.552228,12.099894
Nienburg (Saale),nienburg-saale,51.838471,11.761899
Nöbdenitz,nobdenitz,50.878891,12.281206
Nohra (Weimar),nohra-weimar,50.969277,11.267421
Nohra (Wipper),nohra-wipper,51.443036,10.698475
Nordhausen-Salza,nordhausen-salza,51.515111,10.77314
Nossentin,nossentin,53.521594,12.452181
Nünchritz,nunchritz,51.302813,13.391392
Obergrunstedt,obergrunstedt,50.955416,11.27072
Oberhof (Thür),oberhof-thur,50.684211,10.709406
Oberholz,oberholz,51.258155,12.505846
Oberlauscha,oberlauscha,50.484957,11.156269
Oberlichtenau,oberlichtenau,50.90798,12.959128
Oberoderwitz Oberdorf,oberoderwitz-oberdorf,50.973691,14.678971
Oberröblingen,oberroblingen,51.441139,11.297067
Oberrohn,oberrohn,50.849865,10.21411
Oberrothenbach,oberrothenbach,50.763883,12.475778
Oberschlottwitz,oberschlottwitz,50.870504,13.814415
Obersdorf,obersdorf,52.536969,14.167862
Obervogelgesang,obervogelgesang,50.949852,13.989714
Oberweimar,oberweimar,50.96641,11.354454
Oberweißbach-Deesbach,oberweissbach-deesbach,50.579235,11.135522
Ochtmersleben,ochtmersleben,52.144545,11.381566
Oderin,oderin,52.074915,13.726923
Oederan,oederan,50.857371,13.175857
Oegeln,oegeln,52.172681,14.270492
Oehna,oehna,51.933047,13.048202
Oelsnitz (Erzgeb),oelsnitz-erzgeb,50.734173,12.693937
Oelsnitz (Vogtl),oelsnitz-vogtl,50.413232,12.158998
Oertzenhof,oertzenhof,53.518079,13.573118
Olbernhau,olbernhau,50.656255,13.336773
Olbernhau-Grünthal,olbernhau-grunthal,50.649846,13.364856
Olbersdorf Niederdorf,olbersdorf-niederdorf,50.881327,14.781664
Olbersdorf Oberdorf,olbersdorf-oberdorf,50.871223,14.767541
Olbersleben-Ellersleben,olbersleben-ellersleben,51.144198,11.332934
Oppurg,oppurg,50.706064,11.650505
Ortrand,ortrand,51.373387,13.764912
Oßmannstedt,ossmannstedt,51.019302,11.425927
Osterburg,osterburg,52.787507,11.760407
Osternienburg,osternienburg,51.78352,12.030587
Olbernhau West,olbernhau-west,50.660147,13.320997
Osterweddingen,osterweddingen,52.049134,11.575921
Ostrau,ostrau,51.200057,13.166113
Rostock-Torfbrücke,rostock-torfbrucke,54.241755,12.227738
Graal-Müritz,graal-muritz,54.248551,12.244449
Graal-Müritz Koppelweg,graal-muritz-koppelweg,54.24589,12.237168
Ostseebad Kühlungsborn Mitte,ostseebad-kuhlungsborn-mitte,54.141481,11.753386
Ostseebad Kühlungsborn Ost,ostseebad-kuhlungsborn-ost,54.147566,11.759823
Ostseebad Kühlungsborn West,ostseebad-kuhlungsborn-west,54.146614,11.727803
Ottendorf (Mittweida),ottendorf-mittweida,50.935118,12.952853
Ottendorf-Okrilla Hp,ottendorf-okrilla-hp,51.186924,13.836439
Ottendorf-Okrilla Nord,ottendorf-okrilla-nord,51.196246,13.834731
Ottendorf-Okrilla Süd,ottendorf-okrilla-sud,51.177342,13.824843
Otterwisch,otterwisch,51.199716,12.602247
Ovelgünne,ovelgunne,52.141803,11.269425
Papendorf,papendorf,54.036604,12.137316
Papiermühle (Stadtr),papiermuhle-stadtr,50.885237,11.790458
Kunersdorf,kunersdorf,51.76885,14.187503
Parkentin,parkentin,54.081253,11.97898
Pasewalk Ost,pasewalk-ost,53.509611,14.007746
Passow (Uckermark),passow-uckermark,53.148703,14.101369
Passow (Meckl),passow-meckl,53.508029,12.053374
Paulinenaue,paulinenaue,52.675888,12.713273
Paulinzella,paulinzella,50.701102,11.105956
Pausa,pausa,50.587937,12.003358
Peenemünde,peenemunde,54.138766,13.773083
Peißen,peissen,51.50081,12.05964
Peitz Ost,peitz-ost,51.843982,14.449422
Perleberg,perleberg,53.071252,11.852322
Petergrube,petergrube,51.098318,12.50324
Petersdorf (Meckl),petersdorf-meckl,,
Petershagen (Uckerm),petershagen-uckerm,53.23998,14.252352
Petershain,petershain,51.31654,14.751235
Petersroda,petersroda,51.569694,12.285404
Pfaffenhain,pfaffenhain,50.750093,12.822483
Philippshagen,philippshagen,54.347657,13.707039
Pillgram,pillgram,52.336896,14.398534
Pinnow (Uckermark),pinnow-uckermark,53.065337,14.088739
Pirk,pirk,50.427426,12.076612
Pirna-Copitz,pirna-copitz,50.968396,13.933828
Pirna-Copitz Nord,pirna-copitz-nord,50.977916,13.935824
Plate (Meckl),plate-meckl,53.553209,11.507019
Plauen (Vogtl) West,plauen-vogtl-west,50.493964,12.113153
Plauen (V) Zellwolle,plauen-v-zellwolle,50.480714,12.109251
Plessa,plessa,51.470848,13.61685
Plüschow,pluschow,53.837061,11.285848
Pölchow,polchow,54.011029,12.121126
Pönitz (Leipzig),ponitz-leipzig,51.408535,12.514431
Pößneck ob Bf,possneck-ob-bf,50.690288,11.588335
Pößneck unt Bf,possneck-unt-bf,50.700536,11.606871
Pommritz,pommritz,51.159022,14.575415
Porschdorf (Pirna),porschdorf-pirna,50.943209,14.138225
Porstendorf,porstendorf,50.976999,11.64539
Posewald,posewald,54.368108,13.528414
Premnitz Nord,premnitz-nord,52.536187,12.333424
Premnitz Zentrum,premnitz-zentrum,52.52816,12.345533
Pretzier (Altm),pretzier-altm,52.836463,11.264571
Prittitz,prittitz,51.158545,11.937414
Pritzerbe,pritzerbe,52.499754,12.458563
Pritzier,pritzier,53.364975,11.083555
Prödel,prodel,52.037636,11.91334
Prösen,prosen,51.435053,13.488394
Prösen West,prosen-west,51.424959,13.470218
Prösen Ost,prosen-ost,51.4253,13.50053
Profen,profen,51.130679,12.210776
Prora,prora,54.444984,13.564057
Prora Ost,prora-ost,54.430061,13.574511
Pulsnitz,pulsnitz,51.188318,14.013814
Putlitz,putlitz,53.24371,12.047765
Putzkau,putzkau,51.103127,14.235767
Quedlinburg-Quarmbeck,quedlinburg-quarmbeck,51.752615,11.126641
Rabenau,rabenau,50.963057,13.635026
Rackith (Elbe),rackith-elbe,51.802721,12.680974
Rackwitz (Leipzig),rackwitz-leipzig,51.440321,12.375125
Raddusch,raddusch,51.815854,14.03235
Radeberg,radeberg,51.111747,13.912541
Radebeul-Weintraube,radebeul-weintraube,51.102974,13.656358
Radebeul-Zitzschewig,radebeul-zitzschewig,51.115199,13.604095
Radeburg,radeburg,51.209883,13.727714
Wustrau-Radensleben,wustrau-radensleben,52.857264,12.897264
Radis,radis,51.754701,12.504183
Rätzlingen,ratzlingen,52.409035,11.123404
Raguhn,raguhn,51.710851,12.269664
Rakow,rakow,54.048155,13.045945
Rambin (Rügen),rambin-rugen,54.353428,13.207814
Rangsdorf,rangsdorf,52.293946,13.43089
Rastow,rastow,53.458157,11.430862
Rathmannsdorf (Kr Pirna),rathmannsdorf-kr-pirna,50.927019,14.130737
Rauenstein (Thür),rauenstein-thur,50.4136,11.049657
Raun,raun,50.259759,12.292856
Rechenberg,rechenberg,50.733895,13.559499
Reddelich,reddelich,54.085244,11.849526
Regis-Breitingen,regis-breitingen,51.083126,12.426193
Potsdam-Rehbrücke,potsdam-rehbrucke,52.3583,13.098236
Rehfeld (Falkenberg),rehfeld-falkenberg,51.579672,13.153402
Rehfelde,rehfelde,52.52842,13.922798
Rehna,rehna,53.774262,11.049747
Reichenbach (Oberlausitz),reichenbach-oberlausitz,51.13547,14.796361
Reifland-Wünschendorf,reifland-wunschendorf,50.740888,13.194231
Reinhardsbrunn-Friedrichroda,reinhardsbrunn-friedrichroda,50.863573,10.562774
Rentwertshausen,rentwertshausen,50.455157,10.432287
Rentzschmühle,rentzschmuhle,50.57501,12.157811
Reurieth,reurieth,50.460128,10.653349
Reußen,reussen,51.503201,12.134349
Reuterstadt Stavenhagen,reuterstadt-stavenhagen,53.706915,12.914199
Reuth (b Plauen Vogtl),reuth-b-plauen-vogtl,50.475967,11.954907
Rheinsberg (Mark),rheinsberg-mark,53.092853,12.899997
Ribnitz-Damgarten Ost,ribnitz-damgarten-ost,54.250996,12.486672
Riestedt,riestedt,51.484018,11.379858
Rietschen,rietschen,51.39862,14.783884
Ringleben-Gebesee,ringleben-gebesee,51.104223,10.957895
Ritschenhausen,ritschenhausen,50.512859,10.429509
Rodewisch,rodewisch,50.528653,12.395333
Rodleben,rodleben,51.898357,12.214803
Rödlitz-Hohndorf,rodlitz-hohndorf,50.742255,12.654034
Roggentin,roggentin,54.073495,12.213086
Rohr (Thür),rohr-thur,50.571702,10.518835
Roitzsch (Bitterf),roitzsch-bitterf,51.571168,12.26454
Rosenwinkel,rosenwinkel,53.03819,12.343196
Roßla,rossla,51.462884,11.065487
Rostock-Hinrichsdorfer Straße,rostock-hinrichsdorfer-strasse,54.1166282002177,12.1617096662521
Rostock Parkstraße,rostock-parkstrasse,54.085208,12.107777
Rostock Seehafen Nord,rostock-seehafen-nord,54.1422713426438,12.1106189489365
Rostock-Bramow,rostock-bramow,54.101748,12.090545
Rostock-Dierkow,rostock-dierkow,,
Rostock Holbeinplatz,rostock-holbeinplatz,54.093299,12.099462
Rostock-Kassebohm,rostock-kassebohm,54.079428,12.163313
Rostock-Marienehe,rostock-marienehe,54.112032,12.07974
Rostock Toitenwinkel,rostock-toitenwinkel,,
Rothenstein (Saale),rothenstein-saale,50.850961,11.609029
Rückersdorf,ruckersdorf,51.567357,13.574277
Leipzig-Rückmarsdorf,leipzig-ruckmarsdorf,51.341871,12.282411
Rüdnitz,rudnitz,52.717706,13.636339
Ruhlsdorf-Zerpenschleuse,ruhlsdorf-zerpenschleuse,52.843214,13.541512
Ruppertsgrün,ruppertsgrun,50.575118,12.176823
Ruthenbeck,ruthenbeck,53.545244,11.711164
Sättelstädt,sattelstadt,50.945833,10.480361
Saatel,saatel,54.301426,12.773033
Sachsendorf (Calbe),sachsendorf-calbe,51.870302,11.865284
Sagard,sagard,54.524376,13.564956
Samtens,samtens,54.354112,13.290173
Sandförde,sandforde,53.563978,13.971277
Sandhagen bei Bad Doberan,sandhagen-bei-bad-doberan,54.052784,11.740909
Sanitz (b Rostock),sanitz-b-rostock,54.075167,12.376411
Sarnow,sarnow,53.117277,12.229869
Schafstädt,schafstadt,51.385793,11.773657
Schalkau,schalkau,50.400737,11.001385
Scharfenstein,scharfenstein,50.702657,13.056337
Schalkau Mitte,schalkau-mitte,50.396656,11.008477
Wendisch-Rietz,wendisch-rietz,52.206822,14.009652
Scharstorf,scharstorf,53.970074,12.245842
Schierstedt,schierstedt,51.751528,11.521195
Schkeuditz West,schkeuditz-west,51.402908,12.195665
Schirgiswalde-Kirschau,schirgiswalde-kirschau,51.08051,14.426347
Schkeuditz,schkeuditz,51.402387,12.222165
Schkopau,schkopau,51.388957,11.99187
Görlitz-Rauschwalde,gorlitz-rauschwalde,51.14908,14.936008
Schleife,schleife,51.535697,14.531035
Bad Schlema,bad-schlema,50.618716,12.680471
Schmalkalden-Fachhochschule,schmalkalden-fachhochschule,50.716528,10.463282
Schmilka-Hirschmühle,schmilka-hirschmuhle,50.889921,14.228422
Schmölln (Thür),schmolln-thur,50.898254,12.35499
Schmölln (Ol),schmolln-ol,51.119757,14.227955
Schmollensee,schmollensee,53.982273,14.077242
Schneeberg (Mark),schneeberg-mark,52.164555,14.32992
Luckaitztal,luckaitztal,51.685043,14.001705
Schöna,schona,50.875906,14.234715
Schönau (Hörsel),schonau-horsel,50.945132,10.43003
Schönberg (Meckl),schonberg-meckl,53.853376,10.927871
Schönborn (Doberl),schonborn-doberl,51.60201,13.468052
Schönebeck-Bad Salzelmen,schonebeck-bad-salzelmen,51.997931,11.722976
Schöneck (Vogtl),schoneck-vogtl,50.396062,12.343393
Schönerlinde,schonerlinde,52.651986,13.428616
Schönfließ (Mark) Dorf,schonfliess-mark-dorf,52.437027,14.472812
Schönow (Angerm),schonow-angerm,53.184948,14.153812
Schönstedt,schonstedt,51.120755,10.585823
Schönwalde (Spreewald),schonwalde-spreewald,51.990794,13.777721
Schüptitz,schuptitz,50.723171,12.029661
Schwallungen,schwallungen,50.689425,10.346188
Schwanheide,schwanheide,53.42816,10.68999
Schwante,schwante,52.734687,13.091736
Schwarzburg,schwarzburg,50.642816,11.181034
Schwarzenberg Hp,schwarzenberg-hp,50.532366,12.786454
Schwarzenberg-Neuwelt,schwarzenberg-neuwelt,50.55438,12.765725
Schwerin Mitte,schwerin-mitte,53.626911,11.405333
Schwarzheide Ost,schwarzheide-ost,51.473644,13.890797
Schwarzkollm,schwarzkollm,51.443189,14.133568
Schwedt (Oder),schwedt-oder,53.063072,14.290511
Schwedt (Oder) Mitte,schwedt-oder-mitte,53.068322,14.271589
Schweikershain,schweikershain,51.037658,12.9559
Schweinsburg-Culten,schweinsburg-culten,50.787102,12.369615
Schwenzin,schwenzin,53.536183,12.612018
Schwerin Süd,schwerin-sud,53.57427,11.37664
Schwerin-Lankow,schwerin-lankow,53.656657,11.369538
Schwerin-Warnitz,schwerin-warnitz,53.661699,11.345564
Caputh Schwielowsee,caputh-schwielowsee,52.340977,12.980369
Sebnitz (Sachs),sebnitz-sachs,50.975884,14.272568
Schwerin-Margaretenhof,schwerin-margaretenhof,53.658553,11.360971
Seebach (Mühlhaus),seebach-muhlhaus,51.170015,10.52119
Seebad Ahlbeck,seebad-ahlbeck,53.935475,14.187854
Seebad Heringsdorf,seebad-heringsdorf,53.94984,14.169588
Seebergen,seebergen,50.929114,10.793518
Seefeld (Mark),seefeld-mark,52.618474,13.676215
Seehausen (Altm),seehausen-altm,52.885778,11.743516
Seehausen (Uckermark),seehausen-uckermark,53.225066,13.88089
Seelow (Mark),seelow-mark,52.538201,14.394408
Seelvitz,seelvitz,54.367613,13.561279
Seerhausen,seerhausen,51.270488,13.240445
Sehma,sehma,50.535449,12.993808
Seifersdorf,seifersdorf,50.939712,13.647719
Seifhennersdorf,seifhennersdorf,50.935802,14.613709
Seitschen,seitschen,51.153763,14.325335
Sellin (Rügen) Ost,sellin-rugen-ost,54.371344,13.697663
Seltendorf,seltendorf,50.386893,11.064094
Serams,serams,54.377978,13.582125
Siebenbrunn,siebenbrunn,50.3083471629967,12.3013937473297
Silberhausen,silberhausen,51.319425,10.342413
Silberstraße,silberstrasse,50.662296,12.549876
Singen (Thür),singen-thur,50.7278,11.067267
Sitzendorf-Unterweißbach,sitzendorf-unterweissbach,50.62731,11.155397
Sohl,sohl,50.275058,12.282635
Sohland,sohland,51.05392,14.43192
Sollstedt,sollstedt,51.413668,10.529847
Solpke,solpke,52.500419,11.294181
Sonneberg (Thür) Hbf,sonneberg-thur-hbf,50.35508,11.168845
Sonneberg (Thür) Nord,sonneberg-thur-nord,50.365481,11.207552
Sonneberg (Thür) Ost,sonneberg-thur-ost,50.352303,11.201395
Sonneberg (Thür) West,sonneberg-thur-west,50.368088,11.159244
Spechtritz,spechtritz,50.952638,13.63882
