name,slug,latitude,longitude
Fénétrange Gendarmerie,fenetrange-gendarmerie,48.84011,7.02604
Fénétrange Pensionnat,fenetrange-pensionnat,48.845234,7.029312
Hombourg-Budange Chapelle,hombourg-budange-chapelle,49.28647,6.33957
Hombourg-Budange Tilleuls,hombourg-budange-tilleuls,49.291378,6.337781
Kédange Église,kedange-eglise,49.301185,6.334167
Kuntzig Bibiche,kuntzig-bibiche,,
Kuntzig Place de la Liberté,kuntzig-place-de-la-liberte,49.340863,6.224778
Morhange Jeanne d’Arc,morhange-jeanne-darc,48.939001,6.672432
Morhange Place de la République,morhange-place-de-la-republique,48.938264,6.670193
Philippsbourg Liesbach,philippsbourg-liesbach,48.987219,7.543765
Rohrbach-lès-Bitche,rohrbach-les-bitche,49.051977,7.287078
Sarralbe Hôtel de Ville,sarralbe-hotel-de-ville,,
Sarraltroff Poste,sarraltroff-poste,48.77306,7.054878
Sarraltroff Mairie,sarraltroff-mairie,48.769383,7.058473
Écouché Centre,ecouche-centre,48.720581,-0.17261
Le Merlerault Centre,le-merlerault-centre,48.700472,0.290729
Angers Centre,angers-centre,,
Angers Université,angers-universite,47.4777970832509,-0.599741935729981
Le Lion-d’Angers,le-lion-dangers,47.633353,-0.710911
Ancenis Aeropole,ancenis-aeropole,47.455052,-1.19321
Pontchâteau Landas,pontchateau-landas,,
Cormery Place du Croissant,cormery-place-du-croissant,47.260148,0.826423
Reignac Café Brulé,reignac-cafe-brule,47.212196,0.898746
Lunery Église,lunery-eglise,46.931098,2.273255
Limoges Winston Churchill,limoges-winston-churchill,45.795401,1.292738
Felletin École Métiers,felletin-ecole-metiers,45.88826,2.168252
Lancey,lancey,45.2344784,5.8809758
Rosiers-d’Égletons,rosiers-degletons,45.376027,2.015813
Maussac le Poteau,maussac-le-poteau,45.463978,2.137715
Tulle Cité Administrative,tulle-cite-administrative,45.254026,1.754271
Ussel Ville,ussel-ville,45.549474,2.307683
Agen Lycée Palissy,agen-lycee-palissy,44.18057,0.618799
Casteljaloux Entrée,casteljaloux-entree,,
Casteljaloux HLM,casteljaloux-hlm,44.345863,0.130271
Casteljaloux la Poste,casteljaloux-la-poste,44.325377,0.125219
Casteljaloux Lac Claren,casteljaloux-lac-claren,44.298077,0.118486
Fumel Place Gambetta,fumel-place-gambetta,44.498159,0.97959
Fumel Usine,fumel-usine,44.497655,0.9731
Dax Hôpital,dax-hopital,43.675763,-1.010369
Pau Boulevard Barbanègre,pau-boulevard-barbanegre,,
Baraqueville Place,baraqueville-place,,
Bertholène Café Girou,bertholene-cafe-girou,,
Capdenac Clayrou,capdenac-clayrou,,
Capdenac Port,capdenac-port,44.578999,2.085335
Decazeville Place Wilson,decazeville-place-wilson,44.562539,2.243114
Decazeville Cité Combettes,decazeville-cite-combettes,44.56102,2.232632
Decazeville Cité la Vitarelle,decazeville-cite-la-vitarelle,44.561847,2.2371
Gages Relais,gages-relais,44.394109,2.703128
Laissac Place du Foirail,laissac-place-du-foirail,,
Laissac Greze Embranchement,laissac-greze-embranchement,44.375932,2.832959
Naucelle Centre,naucelle-centre,44.194584,2.341033
Rodez Quatre Saisons,rodez-quatre-saisons,,
Rodez Victor Hugo,rodez-victor-hugo,44.340776,2.56597
Albas Rivière Basse,albas-riviere-basse,44.48271,1.22948
Albas Rivière Haute,albas-riviere-haute,44.47277,1.25061
Cahors Place des Consuls,cahors-place-des-consuls,,
Cahors Regourd,cahors-regourd,44.481421,1.405921
Douelle Cessac,douelle-cessac,44.47647,1.3683
Douelle les Bories,douelle-les-bories,44.47871,1.34875
Duravel Place du Foirail,duravel-place-du-foirail,44.508883,1.075019
Gramat Ville,gramat-ville,44.7796722677728,1.72606587409973
Luzech Foyer,luzech-foyer,44.48022,1.27981
Luzech Institut Boissor,luzech-institut-boissor,44.48251,1.27493
Luzech Place de la Mairie,luzech-place-de-la-mairie,44.47819,1.28681
Montbrun Mas-de-Doucet,montbrun-mas-de-doucet,44.50615,1.909857
Prayssac Hospice,prayssac-hospice,44.49951,1.19666
Puy-l’Évêque Place Rampeau,puy-leveque-place-rampeau,44.50394,1.13956
Puy-l’Évêque Place Platane,puy-leveque-place-platane,44.50199,1.14179
Touzac Pont,touzac-pont,,
Albias Abri Bus,albias-abri-bus,44.090525,1.44729
Grisolles Caserne des Pompiers,grisolles-caserne-des-pompiers,43.837101,1.298932
Réalville Place,realville-place,,
Carmaux Gambetta,carmaux-gambetta,44.050019,2.170544
Labruguière Abri Bus,labruguiere-abri-bus,43.53945,2.264508
Lavaur Centre,lavaur-centre,43.694739,1.842366
Marssac-sur-Tarn RN 88,marssac-sur-tarn-rn-88,43.916934,2.020406
Mazamet Avenue du Maréchal Juin,mazamet-avenue-du-marechal-juin,,
Tanus Centre,tanus-centre,44.102939,2.318767
Aubiet Crédit Agricole,aubiet-credit-agricole,,
Fleurance Gendarmerie,fleurance-gendarmerie,43.835195,0.657363
L’Isle-Jourdain Caserne,lisle-jourdain-caserne,43.608379,1.074597
Miélan Ville,mielan-ville,43.42966,0.30656
Foix Centre,foix-centre,42.95027,1.62017
Mérens-les-Vals Village,merens-les-vals-village,,
Pamiers Centre,pamiers-centre,43.10404,1.619029
Varilhes Centre,varilhes-centre,43.045879,1.614148
Avignonet Mairie,avignonet-mairie,43.366381,1.790174
Capens la Girouette,capens-la-girouette,43.343737,1.252449
Muret Débat,muret-debat,,
Pibrac Rond Point Faïencerie,pibrac-rond-point-faiencerie,,
Revel LEP,revel-lep,43.431804,1.995605
Argèles-Gazost Cordée,argeles-gazost-cordee,,
Bordes PN 147,bordes-pn-147,,
Capvern le Laca,capvern-le-laca,43.121955,0.317463
Capvern Mairie,capvern-mairie,43.095644,0.312411
Lannemezan Centre,lannemezan-centre,43.121542,0.381888
Tarbes Gare Routière,tarbes-gare-routiere,,
Tournay Centre,tournay-centre,,
Mauriac Lycée Cortat,mauriac-lycee-cortat,45.210877,2.365061
Riom-es-Montagnes Clinique,riom-es-montagnes-clinique,45.283681,2.664978
Dunières Ville,dunieres-ville,45.223804,4.338284
La Chaise-Dieu Mairie,la-chaise-dieu-mairie,45.330173,3.688786
Le Puy-en-Velay l’Hermitage,le-puy-en-velay-lhermitage,45.051634,3.869928
Le Puy-en-Velay Fayolle,le-puy-en-velay-fayolle,,
Paulhaguet Monument,paulhaguet-monument,45.21077,3.505595
Bourg-Lastic Place de la Poste,bourg-lastic-place-de-la-poste,45.648886,2.560846
Brassac-les-Mines—Ste-Florine Lycée Rabelais,brassac-les-mines-ste-florine-lycee-rabelais,45.425729,3.324219
Clermont-Ferrand,clermont-ferrand,,
Issoire Lycée Deville,issoire-lycee-deville,45.53244,3.267372
Issoire Lycée Murat,issoire-lycee-murat,45.555002,3.250454
Le Breuil-sur-Couze Lycée,le-breuil-sur-couze-lycee,45.458791,3.287058
Le Breuil-sur-Couze Salle des Fêtes,le-breuil-sur-couze-salle-des-fetes,45.478163,3.29024
Lezoux Mairie,lezoux-mairie,45.813595,3.378047
Pont-de-Dore le Chambon,pont-de-dore-le-chambon,45.843125,3.498071
Pont-du-Château Carrefour,pont-du-chateau-carrefour,,
Pont-du-Château Croix Blanche,pont-du-chateau-croix-blanche,,
Pontmort RN,pontmort-rn,,
Puy-Guillaume Ville,puy-guillaume-ville,45.963904,3.478322
Puy-Guillaume la Roche,puy-guillaume-la-roche,45.973307,3.482618
Ris Abri Bus,ris-abri-bus,45.995753,3.494187
Montluçon LEM,montlucon-lem,,
Bessay Hôtel,bessay-hotel,,
St-Yorre Croix des Vernes,st-yorre-croix-des-vernes,46.0540615580347,3.46898138523102
St-Yorre Nouvel Hôtel,st-yorre-nouvel-hotel,46.049796,3.481477
Urçay Hôtel du Lion d’Or,urcay-hotel-du-lion-dor,46.621051,2.585441
Varennes-sur-Allier Mairie,varennes-sur-allier-mairie,46.294662,3.398893
Nevers les Perrières,nevers-les-perrieres,47.0055213,3.1467144
Cordesse—Igornay Centre,cordesse-igornay-centre,,
Digoin Lycée,digoin-lycee,,
Le Creusot Lycée Jaurès,le-creusot-lycee-jaures,46.813627,4.423798
Roanne Arsenal,roanne-arsenal,46.080368,4.080626
Alba Ruines Romaines,alba-ruines-romaines,44.559007,4.587635
Villeneuve-de-Berg Pommiers,villeneuve-de-berg-pommiers,44.560867,4.51627
Poule Mairie,poule-mairie,46.144272,4.450307
Ternay Barbières,ternay-barbieres,,
Chamonix Aiguille du Midi,chamonix-aiguille-du-midi,45.91993,6.8667152
Le Valdahon Camp Militaire,le-valdahon-camp-militaire,47.1510452,6.3148621
Gray Gare Routière,gray-gare-routiere,,
Cornimont Perception,cornimont-perception,,
Cornimont Hôpital Rural,cornimont-hopital-rural,,
Cornimont Lansauchamp,cornimont-lansauchamp,,
Darnieulles Station Service,darnieulles-station-service,48.198227,6.359508
Dompaire Route de Mirecourt,dompaire-route-de-mirecourt,48.228188,6.213496
Fresse la Hardoye,fresse-la-hardoye,47.868808,6.803333
Hielle—Lépange,hielle-lepange,47.957244,6.63412
Le Thillot Place de la République,le-thillot-place-de-la-republique,47.875766,6.779116
Mattaincourt Rue du Général de Gaulle,mattaincourt-rue-du-general-de-gaulle,48.288379,6.125753
Mattaincourt Manufacture Vosgienne de Meubles,mattaincourt-manufacture-vosgienne-de-meubles,48.28411,6.126049
Rambervillers-Lunéville,rambervillers-luneville,48.360527,6.620636
Rambervillers Rue Henry Boucher,rambervillers-rue-henry-boucher,48.352086,6.627171
Rambervillers Avenue du 11 Novembre,rambervillers-avenue-du-11-novembre,48.342737,6.6383
Remiremont Magdelaine,remiremont-magdelaine,48.009894,6.609174
Roville-aux-Chênes Lycée,roville-aux-chenes-lycee,48.377427,6.607574
Rupt-sur-Moselle—Saulx,rupt-sur-moselle-saulx,47.913889,6.67485
Gundershoffen Au Cygne,gundershoffen-au-cygne,,
Keskastel Abri,keskastel-abri,,
Keskastel Restaurant Au Kastel,keskastel-restaurant-au-kastel,,
Niederbronn Maison de l’Archéologie,niederbronn-maison-de-larcheologie,,
Niederbronn Usine,niederbronn-usine,,
Niederbronn Centre,niederbronn-centre,,
Sarrewerden Lotissement,sarrewerden-lotissement,48.919737,7.084722
Schweighouse-sur-Moder Au Faubourg,schweighouse-sur-moder-au-faubourg,48.824919,7.754211
Guiscriff Cinq Chemins,guiscriff-cinq-chemins,48.054103,-3.637772
Pontivy Place du Souvenir,pontivy-place-du-souvenir,,
Carhaix Lycée,carhaix-lycee,,
Carhaix Lycée Diwan,carhaix-lycee-diwan,,
Carhaix République,carhaix-republique,48.260594,-3.592269
Kernevel Centre,kernevel-centre,47.958305,-3.782723
Morlaix Lycée Corbière,morlaix-lycee-corbiere,48.590165,-3.853109
La Motte Centre,la-motte-centre,,
Plaintel Échangeur,plaintel-echangeur,,
Plaintel Malakof,plaintel-malakof,,
Quintin la Vallée,quintin-la-vallee,,
Lescar,lescar,43.333333,-0.416667
Albas,albas,,
Le Canet,le-canet,,
Poey,poey,43.35,-0.466667
St-Barthélémy,st-barthelemy,,
Lacq,lacq,43.416667,-0.633333
Argagnon,argagnon,43.45,-0.683333
Montreuil-Bellay Centre,montreuil-bellay-centre,47.133333,-0.15
Baigts-de-Béarn,baigts-de-bearn,43.516667,-0.833333
Achères,acheres,48.966667,2.066667
Labatut,labatut,43.55,-0.983333
Villefranche-d’Allier,villefranche-dallier,,
Sames—Guiches,sames-guiches,,
St-Denis,st-denis,48.933333,2.366667
St-Denis-Voyageurs,st-denis-voyageurs,,
Urcuit,urcuit,,
Castagnède,castagnede,,
Escos,escos,43.45,-1
Arrive,arrive,43.383333,-0.933333
Rivehaute,rivehaute,43.35,-0.883333
Nabas,nabas,43.333333,-0.866667
La Roche Gendarmerie,la-roche-gendarmerie,,
Viodos,viodos,,
La Croix-du-Prince,la-croix-du-prince,43.2857104,-0.3791261
Pont-de-Rupt,pont-de-rupt,,
St-Agnant,st-agnant,45.866667,-0.966667
St-Denis-d’Oléron,st-denis-doleron,,
Dinard Office de Tourisme,dinard-office-de-tourisme,48.633333,-2.066667
Albigny—Neuville,albigny-neuville,45.874921,4.832874
Chanas,chanas,45.31881,4.818492
Les Chères,les-cheres,45.883333,4.733333
Orly,orly,48.75,2.4
Aéroport-d’Orly-Val,aeroport-dorly-val,,
Heuilley-Cotton,heuilley-cotton,,
Le Vaudioux,le-vaudioux,46.7,5.916667
Philippsbourg,philippsbourg,,
Bouzonville,bouzonville,,
Occey,occey,47.616667,5.266667
Violot,violot,,
Les Verrières Frontière,les-verrieres-frontiere,,
Ébersviller,ebersviller,,
Kédange,kedange,,
St-Varent,st-varent,46.883333,-0.233333
Kuntzig,kuntzig,,
Bassanese,bassanese,,
Grozon,grozon,46.883333,5.7
Passenans,passenans,46.8,5.616667
Montain,montain,46.716667,5.583333
Aulon,aulon,46.083333,1.7
St-Martin-de-la-Cluze,st-martin-de-la-cluze,44.983333,5.666667
St-Michel-les-Portes,st-michel-les-portes,44.866667,5.6
Carcassonne Gare Routière,carcassonne-gare-routiere,43.216667,2.35
Gare Zone 2-3,gare-zone-2-3,,
Le Percy,le-percy,44.8,5.65
Rohrbach-lès-Bitche,rohrbach-les-bitche,,
St-Maurice-en-Trièves,st-maurice-en-trieves,44.75,5.666667
Enchenberg,enchenberg,,
Piène-Basse,piene-basse,,
St-Julien-en-Beauchêne,st-julien-en-beauchene,44.616667,5.7
La Faurie—Montbrand,la-faurie-montbrand,,
Labastide-d’Anjou Hôtel,labastide-danjou-hotel,,
Guzet-Neige,guzet-neige,,
Barenton,barenton,,
Jolimetz-Herbigniès,jolimetz-herbignies,,
Ruesnes,ruesnes,50.266667,3.583333
Ceppe,ceppe,,
Gare allemande,gare-allemande,,
Gare francaise,gare-francaise,,
Calvi,calvi,,
Calvi,calvi,,
Soum—Pic-du-Jer,soum-pic-du-jer,,
Gare italienne,gare-italienne,,
Narrosse,narrosse,43.7,-1
Ally,ally,45.166667,2.316667
Hinx-sur-Adour,hinx-sur-adour,,
Gamarde-les-Bains,gamarde-les-bains,43.733333,-0.866667
Origine-Pass,origine-pass,,
Yzemgremer,yzemgremer,50.05538,1.522476
Montfort-en-Chalosse,montfort-en-chalosse,43.716667,-0.833333
Mugron,mugron,43.75,-0.75
Toulouzette,toulouzette,,
Montaut,montaut,43.733333,-0.65
Augreilh,augreilh,,
Mauco—Benquet,mauco-benquet,,
St-Sever,st-sever,43.766667,-0.566667
Avoise,avoise,47.866667,-0.2
Venaco,venaco,,
Clefs Centre,clefs-centre,47.616667,-0.066667
Grand’Combe-Châteleu,grandcombe-chateleu,47.016667,6.583333
Belvédère,belvedere,,
Val-d’Europe,val-deurope,48.85559,2.773657
Romilly-sur-Seine Rue Pierre Sémard,romilly-sur-seine-rue-pierre-semard,48.506116,3.752528
Tulle,tulle,,
Besse-sur-Braye,besse-sur-braye,47.833333,0.75
Dompierre-sur-Mer,dompierre-sur-mer,,
Courtalain,courtalain,,
Vitrolles Aéroport Marseille-Provence TER,vitrolles-aeroport-marseille-provence-ter,43.441734,5.237122
St-Agil,st-agil,48.033333,0.933333
Chatelay,chatelay,47.033333,5.7
Deutschland db dr 80,deutschland-db-dr-80,,
Villers-le-Lac,villers-le-lac,,
Magnières,magnieres,,
Aiglun,aiglun,44.066667,6.133333
Drugeac—Drignac,drugeac-drignac,,
Ste-Maxime,ste-maxime,43.309066,6.638489
Coulon,coulon,46.316667,-0.583333
Trugny,trugny,,
Augerans,augerans,47.016667,5.583333
Belmont,belmont,47.016667,5.583333
Fontaines,fontaines,46.416667,-0.816667
Cramans,cramans,47.016667,5.766667
Germigney,germigney,47.033333,5.683333
Boujailles,boujailles,46.883333,6.083333
Benet Centre,benet-centre,46.366667,-0.6
Prégnin,pregnin,,
Les Longevilles—Rochejean,les-longevilles-rochejean,46.763728,6.328199
Ferney Lycée,ferney-lycee,46.258577,6.11063
Sézanne,sezanne,48.716667,3.716667
Sézanne Église,sezanne-eglise,,
Vers-en-Montagne,vers-en-montagne,,
Creutzwald,creutzwald,49.2,6.683333
La Brée,la-bree,46.016667,-1.35
Ste-Fontaine,ste-fontaine,,
Aubenas Pont,aubenas-pont,,
Farébersviller,farebersviller,,
Farschviller,farschviller,,
Friedrichshafen,friedrichshafen,,
Beaucroissant,beaucroissant,45.333333,5.466667
Brignoles,brignoles,43.4,6.066667
La Cotinière,la-cotiniere,45.9179,-1.3294
St-Jean-de-Moirans,st-jean-de-moirans,45.333333,5.583333
Corbeil-Essonnes,corbeil-essonnes,48.61403,2.47401
Carte-Orange,carte-orange,,
Domène,domene,45.2,5.833333
Jussy,jussy,49.716667,3.233333
Lespouey—Laslades,lespouey-laslades,,
Ampèrevielle,amperevielle,,
Le Cheylas—La Buissière,le-cheylas-la-buissiere,,
St-Sébastien-sur-Loire,st-sebastien-sur-loire,47.207682,-1.503325
Villefranche-de-Rouergue Farrou,villefranche-de-rouergue-farrou,44.384113,2.04438
Corte,corte,,
Lourquen,lourquen,43.733333,-0.783333
Lugny,lugny,,
Roissy-Aéroport-CDG 2,roissy-aeroport-cdg-2,,
Laroche-St-Cydroine,laroche-st-cydroine,47.966667,3.516667
Brienon,brienon,48,3.616667
Gallardon Pont,gallardon-pont,48.533333,1.7
Nanterre,nanterre,48.9,2.2
Aéroport-Charles-de-Gaulle-1,aeroport-charles-de-gaulle-1,49.00956,2.56135
Cuiseaux,cuiseaux,46.5,5.4
Issy-les-Moulineaux,issy-les-moulineaux,48.816667,2.266667
Issy-Val-de-Seine,issy-val-de-seine,,
La Milesse—La Bazoge,la-milesse-la-bazoge,,
Labarre,labarre,,
Suresnes-Longchamps,suresnes-longchamps,,
Douvot,douvot,47.316667,6.283333
Ougney-Douvot,ougney-douvot,47.316667,6.283333
Hyèvre-Paroisse,hyevre-paroisse,47.372256,6.42992
Echillais,echillais,45.9,-0.95
St-Lunaire,st-lunaire,48.633333,-2.116667
Achères-Grand-Cormier,acheres-grand-cormier,48.9551835,2.0919031
Longemaison,longemaison,47.083333,6.466667
St-Eloy-les-Mines Lycée,st-eloy-les-mines-lycee,,
Navilly,navilly,46.933333,5.15
St-Bonnet-en-Bresse,st-bonnet-en-bresse,46.85,5.166667
Trappes,trappes,,
Trappes-Voyageurs,trappes-voyageurs,48.7751158,2.0066335
St-Germain-du-Bois—Devrouze,st-germain-du-bois-devrouze,,
Simard,simard,46.716667,5.183333
Agglomération-de-St-Quentin,agglomeration-de-st-quentin,,
Ste-Croix,ste-croix,46.566667,5.25
Pithiviers,pithiviers,48.166667,2.25
Puteaux,puteaux,48.8834223,2.2337075
St-Gaultier,st-gaultier,46.633333,1.416667
Balme—Araches,balme-araches,,
Aubenas Centre,aubenas-centre,,
Domancy,domancy,45.9127,6.6485
Le Châtelard—Gietroz,le-chatelard-gietroz,,
Polminhac,polminhac,,
Liesse-Gizy,liesse-gizy,,
Contremarque,contremarque,,
Aéroport Paris Orly,aeroport-paris-orly,48.7294,2.3681
St-André-de-Najac,st-andre-de-najac,44.183333,2.05
La Fouillade,la-fouillade,44.233333,2.05
Île-Rousse,ile-rousse,,
Sanvensa,sanvensa,44.283333,2.05
Pentrez Plage,pentrez-plage,,
Gouttières,gouttieres,46.066667,2.766667
Cahors,cahors,,
Margaux Bourg,margaux-bourg,,
Alles-sur-Dordogne,alles-sur-dordogne,44.85,0.866667
Le Porage,le-porage,,
Parc-St-Cloud,parc-st-cloud,,
La Jumellière,la-jumelliere,,
La Plaine—Stade de France,la-plaine-stade-de-france,48.91839,2.36257
Trémentines,trementines,,
Ancy-le-Franc,ancy-le-franc,47.766667,4.166667
St-Georges-sur-Loire,st-georges-sur-loire,47.416667,-0.766667
Lezinnes,lezinnes,47.8,4.083333
Ingrandes,ingrandes,46.6,0.966667
Tanlay,tanlay,,
Aisy,aisy,47.65,4.216667
Montrelais,montrelais,47.383333,-0.966667
Bettembourg Frontière,bettembourg-frontiere,49.47207,6.107855
Port-St-Père,port-st-pere,47.133333,-1.75
Aubecourt,aubecourt,48.99575,6.426631
Chaumont-sur-Tharonne,chaumont-sur-tharonne,47.616667,1.9
Dole la Bédugue,dole-la-bedugue,,
Prigonrieux—La Force,prigonrieux-la-force,,
Creysse—Mouleydier,creysse-mouleydier,,
St-Capraise-de-Lalinde,st-capraise-de-lalinde,44.85,0.65
St-Dizier-Leyrenne,st-dizier-leyrenne,,
Longwy Route de Metz,longwy-route-de-metz,49.516667,5.766667
Sauvebœuf,sauveboeuf,,
Bloye,bloye,45.816667,5.933333
Mazamet,mazamet,,
Morhange,morhange,,
Marcellaz—Hauteville,marcellaz-hauteville,,
Feignies,feignies,50.298058,3.915339
Evires,evires,46.033333,6.233333
Thyez—Le-Nanty,thyez-le-nanty,,
Le Croezou,le-croezou,,
Lamativie,lamativie,44.95,2.033333
Plogonnec,plogonnec,48.083333,-4.183333
Ploëven,ploeven,48.15,-4.233333
Artres,artres,50.3,3.55
Jeumont Frontière,jeumont-frontiere,,
St-Brice (Orne),st-brice-orne,48.683333,-0.2
Luitre,luitre,48.283333,-1.116667
Salins,salins,45.2,2.4
Orgerus—Béhoust,orgerus-behoust,48.8267809,1.7028344
Tacoignières-Richebourg,tacoignieres-richebourg,48.8295827,1.6689566
Jaleyrac—Sourniac,jaleyrac-sourniac,,
Houdan,houdan,48.7958005,1.6027371
Marchezais-Broué,marchezais-broue,48.7684736,1.513444
Ermont,ermont,48.983333,2.266667
Largnac,largnac,,
Petit-Jouy—Les Loges,petit-jouy-les-loges,48.770943,2.1470148
Jouy-en-Josas,jouy-en-josas,48.7650042,2.1635294
Laguépie Église,laguepie-eglise,44.133333,1.966667
Arpajon-sur-Cère,arpajon-sur-cere,44.9,2.466667
Vauboyen,vauboyen,48.7590575,2.192119
Bièvres,bievres,48.7513289,2.2157279
Igny,igny,48.7399008,2.2313626
La Tour-de-Faure,la-tour-de-faure,44.465294,1.703105
St-Jal,st-jal,45.4,1.633333
Plaisir—Les Clayes,plaisir-les-clayes,48.8304565,1.9600537
Chilly-Mazarin,chilly-mazarin,48.7004413,2.3081837
Vire-sur-Lot Port,vire-sur-lot-port,,
St-Jean-Froidmentel,st-jean-froidmentel,47.95,1.25
Gravigny-Balizy,gravigny-balizy,48.6851718,2.317846
Aunay-Tréon,aunay-treon,,
Touille,touille,,
St-Quentin-en-Yvelines,st-quentin-en-yvelines,48.78657,2.04523
Villiers—Neauphles—Pontchartrain,villiers-neauphles-pontchartrain,48.8155066612964,1.8769344898911
St-Trojan-les-Bains,st-trojan-les-bains,,
Montfort-l’Amaury—Méré,montfort-lamaury-mere,48.80224,1.8153507
Balaruc-les-Bains,balaruc-les-bains,43.433333,3.666667
Punerot,punerot,48.483333,5.816667
Honfleur,honfleur,49.419852,0.232944
Ruppes,ruppes,48.466667,5.766667
Le Grand-Village,le-grand-village,45.866667,-1.233333
Oloron-Ste-Marie Impôts,oloron-ste-marie-impots,43.1784,-0.6049
Nice CFP Voyageurs,nice-cfp-voyageurs,,
Oloron-Ste-Marie Station,oloron-ste-marie-station,43.1784,-0.6049
Gétigné Centre,getigne-centre,47.066667,-1.25
Bocognano,bocognano,,
Perros-Guirec,perros-guirec,48.816667,-3.45
La Grande-Motte,la-grande-motte,43.566667,4.083333
Rezé—Pont-Rousseau Pirmil,reze-pont-rousseau-pirmil,,
St-Usuge,st-usuge,46.683333,5.25
Sarreguemines Est,sarreguemines-est,,
Welferding Rue de France,welferding-rue-de-france,,
Le Bas-de-Collonges,le-bas-de-collonges,,
Francardo,francardo,,
St-Cergues,st-cergues,,
Apach Frontière,apach-frontiere,,
Lully,lully,46.283333,6.416667
Mezzana,mezzana,,
Vongy,vongy,,
Amphion-les-Bains,amphion-les-bains,,
Wissembourg Frontière,wissembourg-frontiere,49.027086,7.978834
Montcaret,montcaret,44.85,0.066667
Ludon Église,ludon-eglise,,
Rehon Poste,rehon-poste,49.5,5.75
Anglefort,anglefort,45.916667,5.8
La Plaine,la-plaine,,
Champ-du-Chêne,champ-du-chene,,
Lavaur,lavaur,,
St-Michel,st-michel,48.853396,2.345474
Chénérailles,chenerailles,46.116667,2.166667
Meudon,meudon,48.8147527,2.2410999
Bellevue,bellevue,48.8190033,2.2296743
Gap,gap,44.563693,6.085638
St-Méen-le-Grand,st-meen-le-grand,48.183333,-2.2
Lignerolles,lignerolles,46.283333,2.566667
Sèvres,sevres,48.816667,2.2
Sèvres-Rive-Gauche,sevres-rive-gauche,48.8214311,2.2147536
Teillet-Argenty,teillet-argenty,,
Versailles-Rive-Gauche,versailles-rive-gauche,48.8003635,2.1288274
Porchefontaine,porchefontaine,48.7969381,2.1540156
Reterre,reterre,46.1,2.466667
Chaville,chaville,48.8,2.2
Chaville-Vélizy,chaville-velizy,48.7998005,2.1845267
Chaville-Rive-Gauche,chaville-rive-gauche,48.8047497,2.1882472
Viroflay,viroflay,,
Viroflay-Rive-Gauche,viroflay-rive-gauche,48.800517,2.1711466
St-Cyr,st-cyr,48.7990666,2.0733739
Trappes,trappes,,
Beyredes,beyredes,42.956086,0.379218
La Verrière,la-verriere,48.7556954,1.943674
Pont-de-Camous,pont-de-camous,,
Merdrignac,merdrignac,48.2,-2.416667
Coignières,coignieres,48.7437672,1.920809
St-Briac,st-briac,48.633333,-2.133333
Les Essarts-le-Roi,les-essarts-le-roi,48.7217171,1.8904047
Le Perray,le-perray,48.6933406,1.856057
Issy-Val-de-Seine,issy-val-de-seine,48.8295555,2.2635936
Provins,provins,48.55577,3.302822
Gazeran,gazeran,48.6259183,1.7718857
Saleich,saleich,43.016667,0.966667
Val-d’Isère,val-disere,45.4491,6.9798
Mauvezin-de-Prat,mauvezin-de-prat,43.033333,0.983333
Beynes,beynes,48.8593599,1.8755696
Fontenay-le-Fleury,fontenay-le-fleury,48.8074032,2.0404603
Villepreux-les-Clayes,villepreux-les-clayes,48.8239168,1.9930652
Plaisir—Grignon,plaisir-grignon,48.8316509,1.9432973
Garancières-la-Queue,garancieres-la-queue,48.8106338,1.7647546
Prat Bonrepaux,prat-bonrepaux,43.03121,1.02018
Sentaraille,sentaraille,43.008915,1.107817
SI-Val-de-Seine,si-val-de-seine,,
Torfou,torfou,,
La Noué Beauvais,la-noue-beauvais,,
Les Moutiers-en-Retz,les-moutiers-en-retz,47.0618983,-2.0009628
La Bernerie-en-Retz,la-bernerie-en-retz,47.0832616,-2.0341408
Serrigny,serrigny,,
Montigny-lès-Vesoul,montigny-les-vesoul,47.633333,6.066667
Chariez,chariez,47.616667,6.083333
Caudos,caudos,,
Solférino,solferino,44.145385,-0.918388
Lunéville,luneville,,
Rémilly Place du 11 Novembre,remilly-place-du-11-novembre,49.016667,6.4
Vatimont Mairie,vatimont-mairie,48.97992,6.464493
Torcieu,torcieu,,
Ucciani,ucciani,,
Rossillon,rossillon,45.833333,5.6
Velosnes Abri,velosnes-abri,,
Neuilly-Porte Maillot,neuilly-porte-maillot,48.877983,2.284516
Villecloye,villecloye,,
Airans,airans,,
Longchamp,longchamp,,
Cappelle-Huquinville,cappelle-huquinville,,
La Fenière,la-feniere,,
Ucel,ucel,,
Neuville-aux-Bois,neuville-aux-bois,48.066667,2.05
Sergy,sergy,46.25,6
Flies,flies,,
Mavault,mavault,,
Cessy,cessy,46.316667,6.066667
Arbère,arbere,,
Le Gault-Soigny Mairie,le-gault-soigny-mairie,48.816667,3.583333
Blandain Frontière,blandain-frontiere,,
Godewaersvelde-Frontière,godewaersvelde-frontiere,,
Biscarrosse,biscarrosse,44.3943,-1.1661
Tourcoing Frontière,tourcoing-frontiere,50.722092,3.196069
Zuydcoote,zuydcoote,,
Zuydcoote,zuydcoote,,
Sanatorium-de-Zuydcoote,sanatorium-de-zuydcoote,,
Neuville-Universite,neuville-universite,49.01426,2.07886
Neuvy,neuvy,48.75,3.516667
Soussans,soussans,,
Nogent-sur-Loir,nogent-sur-loir,48.383333,1.366667
